,azimuth,differential_reflectivity,differential_phase,horizontal_power,vertical_power,resultant_voltage_phi,resultant_voltage_theta,frequency
0,0,1.4786509893323974,-10.133134655041799,15.941196067985965,11.341116311270632,(3.992590231877352+0.02047701891196306j),(3.3120450143758555+0.6094867791992461j),5.6
1,2,1.619998444220931,-10.967412945227208,15.15179710965678,10.434323611209072,(3.8906802638163414+0.12001747542246524j),(3.1507661039762818+0.7120369156463688j),5.6
2,4,1.8426143404037507,-12.267284342416149,14.706191095533118,9.621411089749094,(3.829823568019261+0.19657704183686914j),(2.993247479058493+0.813560458023294j),5.6
3,6,2.143919413173361,-14.08343963603476,14.57763323298904,8.898054840193126,(3.809854124932476+0.2502893919526707j),(2.8394938058840413+0.9139637665352447j),5.6
4,8,2.5187054331519336,-16.440666451751607,14.751811997387199,8.259900687201082,(3.830489687300463+0.2813552076504005j),(2.6895045269283098+1.0131466265221478j),5.6
5,10,2.9596603703559103,-19.334908324950426,15.226565531395348,7.702574701322015,(3.891328985093212+0.2900418265850386j),(2.5432751852939717+1.111002265159675j),5.6
6,12,3.457905339900752,-22.733939523272205,16.011404732729037,7.221690994547854,(3.991848087813443+0.2766831699782313j),(2.4007986411629125+1.207417441955419j),5.6
7,14,4.003480087197186,-26.581161258696675,17.12684244439697,6.8128573214385195,(4.131396041908026+0.24167993152859046j),(2.2620661710221395+1.3022726133017455j),5.6
8,16,4.585783457681312,-30.801560430541805,18.60352809392241,6.471679012997734,(4.309189929004663+0.18549999915685977j),(2.1270684421695094+1.3954421719742849j),5.6
9,18,5.194006417823669,-35.30870800933797,20.481187744197513,6.193761766005576,(4.524309516772702+0.10867907175475855j),(1.9957963569949972+1.4867947630426577j),5.6
10,20,5.817581194775291,-40.01174971166834,22.807370938293673,5.974713798540881,(4.775691697779649+0.01182142344241599j),(1.8682417637250208+1.5761936780784598j),5.6
11,22,6.446632140638081,-44.82157733457405,25.636008030265668,5.8101478624011405,(5.062124932138975-0.10439924177236004j),(1.7443980326696922+1.6634973297301228j),5.6
12,24,7.072381192123509,-49.65568176383629,29.025784940480126,5.695683574417304,(5.382243926447574-0.2392389113382951j),(1.6242604994595844+1.7485598086175393j),5.6
13,26,7.687452090886838,-54.44149713136766,33.03834645567651,5.626950490777155,(5.73452479387104-0.3918824366501017j),(1.5078267792434086+1.8312315240224555j),5.6
14,28,8.286034174339665,-59.11828900486461,37.73634425636271,5.599592301068004,(6.117280947790233-0.5614428396242512j),(1.3950969582335944+1.9113599290022212j),5.6
15,30,8.863896969871824,-63.637792869772184,43.181351683348254,5.609272461902422,(6.528659983685506-0.7469608428638193j),(1.2860736712587957+1.9887903293201483j),5.6
16,32,9.418276341233616,-67.96388037249916,49.431673677050384,5.651681524203563,(6.966641800583682-0.947404717853219j),(1.180762076011669+2.0633667740021835j),5.6
17,34,9.9476715542724,-72.07154333324344,56.54008710244743,5.722546334574255,(7.429038204168643-1.161670548585176j),(1.0791697363985282+2.1349330234496318j),5.6
