,azimuth,differential_reflectivity,differential_phase,horizontal_power,vertical_power,resultant_voltage_phi,resultant_voltage_theta,frequency
34,68,15.749249621016334,-107.37490181685158,195.80629726404726,5.21076746456882,(13.36620273058622-4.141367144907194j),(-0.006370398795573884+2.282701663071196j),5.6
35,70,15.963802358626996,-108.28740562737073,206.0660794134866,5.219468398583531,(13.692305928125057-4.311245502649793j),(-0.03229485477193883+2.2843873228808613j),5.6
36,72,16.16881259218588,-109.09700611204823,215.69731840922304,5.21150893493468,(13.990031842600422-4.469488500069032j),(-0.05496056024259666+2.282211267992624j),5.6
37,74,16.36466107451968,-109.80772214951628,224.56895674926528,5.186610250254425,(14.257294148339412-4.615031995229506j),(-0.07436198977647823+2.276198705019162j),5.6
38,76,16.551698300206706,-110.42265129820777,232.55716021938656,5.144697991972317,(14.492210090217359-4.746894450099851j),(-0.09049445648455734+2.266386715747752j),5.6
39,78,16.73025090236432,-110.94397603463125,239.54807880672013,5.085897484077842,(14.693119697496513-4.864186711235503j),(-0.10335400061460032+2.2528238800746943j),5.6
40,80,16.900627111443043,-111.3729612070655,245.44044017944248,5.010527037657847,(14.858602935988765-4.966121119150092j),(-0.11293727173019974+2.2355697730806767j),5.6
41,82,17.06312125456649,-111.70994092231163,250.1478958095185,4.919089547763181,(14.987494514144398-5.052019793905213j),(-0.11924141045337677+2.2146943431986887j),5.6
42,84,17.21801722417158,-111.95429316451683,253.60104600837127,4.812262597772009,(15.078896094921825-5.121321955015386j),(-0.12226393538051106+2.1902771806046104j),5.6
43,86,17.365590776816127,-112.10440039791654,255.74907928750562,4.690887323800212,(15.13218570702469-5.173590147627018j),(-0.12200264018659368+2.162406686908758j),5.6
44,88,17.50611043279929,-112.15759426149826,256.5609732314082,4.555956314059463,(15.14702419549665-5.208515263724129j),(-0.11845550520147885+2.1311791589040388j),5.6
45,90,17.639836627674313,-112.11008225466111,256.0262180246645,4.408600830937468,(15.123358601597804-5.225920266531256j),(-0.11162062689380381+2.096697800492313j),5.6
46,92,17.767018607563642,-111.95685407835383,254.1550393494838,4.250077647089946,(15.061422414347083-5.2257625478093646j),(-0.10149616777398585+2.059071677969745j),5.6
47,94,17.88788834736756,-111.6915650959013,250.97811391663635,4.0817557812952,(14.9617326898675-5.20813487090979j),(-0.08808032829796364+2.018414634573908j),5.6
48,96,18.002650485653444,-111.30639430550954,246.5457877176569,3.9051034060298204,(14.825084088569241-5.173264876700982j),(-0.07137134142511226+1.9748441806008394j),5.6
49,98,18.111466887907724,-110.79187442843025,240.92682347495486,3.7216751777225703,(14.652539932920726-5.121513154246342j),(-0.05136748957643178+1.9284803755125917j),5.6
50,100,18.214433941464932,-110.13669247308897,234.20671903590244,3.533100213513311,(14.445420439045746-5.053369902857092j),(-0.02806714292616519+1.8794447182615595j),5.6
51,102,18.311550017236474,-109.32746085668309,226.48565197423383,3.341070906526475,(14.205288322448926-4.9694502362263435j),(-0.0014688171645653725+1.8278590616080366j),5.6
52,104,18.402669674040286,-108.3484625368378,217.876116887042,3.14733273650966,(13.933932020715531-4.870488202338696j),(0.02842875179343629+1.773844565507679j),5.6
53,106,18.487440116007704,-107.18137969631246,208.50033038783997,2.953675195570346,(13.633346813250624-4.7573296141290315j),(0.061626519300274296+1.7175207037148865j),5.6
54,108,18.565214174647334,-105.80502597325123,198.48748430659904,2.761923911046244,(13.30571414912895-4.630923805059719j),(0.0981250333175776+1.6590043366075535j),5.6
55,110,18.634932816228638,-104.19511942519657,187.97092997800735,2.5739340106004054,(12.95337951834584-4.4923144404311035j),(0.1379243296672259+1.5984088619268388j),5.6
56,112,18.69496923727972,-102.32416059569923,177.08537574016222,2.3915847394802183,(12.578829218719314-4.342629529036012j),(0.18102382554855811+1.5358434536319068j),5.6
