,azimuth,differential_reflectivity,differential_phase,horizontal_power,vertical_power,resultant_voltage_phi,resultant_voltage_theta,frequency
0,0,1.6948490430013476,-11.298760668074161,5.227409053423267,3.5383564522917124,(2.2845099059584117+0.09177986163182555j),(1.828313977102464+0.4422945324367954j),5.6
1,2,1.9219677313334682,-12.235062955960222,5.086378261908589,3.267472050391946,(2.2512773968656137+0.13464153991460232j),(1.7405370499846913+0.4878553351379225j),5.6
2,4,2.227671810820333,-13.562366462435849,5.0466978716797595,3.0216219363821533,(2.2401957166638944+0.16799113881541985j),(1.6545958180017601+0.5328551542710632j),5.6
3,6,2.6081812169626923,-15.307835159740144,5.104221479702277,2.7996993025255943,(2.251085472450331+0.19192622391259406j),(1.570505827883702+0.577244096642765j),5.6
4,8,3.057453323513211,-17.479090579428124,5.257948332289422,2.6005845722585175,(2.2836974787299607+0.2065772444676379j),(1.4882810246488454+0.6209703406191798j),5.6
5,10,3.5676236337610328,-20.064113766662295,5.509883636338497,2.423148686685491,(2.3377113737221076+0.21210650510720475j),(1.4079343070996282+0.6639801755906432j),5.6
6,12,4.129475294131936,-23.033305231795723,5.864843911908783,2.266255801071551,(2.412733975964906+0.2087071468190751j),(1.3294780332888891+0.7062180683569758j),5.6
7,14,4.732901906819033,-26.34303317345903,6.330208489456353,2.1287655007995276,(2.508297447991093+0.1966021410303625j),(1.2529244726886275+0.7476267561674426j),5.6
8,16,5.367355364009443,-29.939874974113685,6.915618611559659,2.0095346452516045,(2.6238573453258502+0.1760432984786437j),(1.1782862022428247+0.788147366204941j),5.6
9,18,6.022278968589476,-33.7648478693544,7.632626114474626,1.9074189458899125,(2.7587906394289927+0.14731029249036587j),(1.10557644401065+0.8277195614087409j),5.6
10,20,6.687519278190793,-37.75714144045469,8.494294353499226,1.821274381494475,(2.9123938121623847+0.11070969414409404j),(1.0348093427271292+0.8662817126657598j),5.6
11,22,7.353698437276988,-41.857111040020634,9.514754902635975,1.749958548986096,(3.0838811266342465+0.066574014638344j),(0.9660001823461457+0.90377109750938j),5.6
12,24,8.012521723022811,-46.00849476541195,10.7087245968973,1.692332042323714,(3.27238318454104+0.015260748026921456j),(0.8991655414590018+0.9401241255155908j),5.6
13,26,8.656996763853842,-50.15994112003652,12.090988676540595,1.647259944487241,(3.476945883168489-0.04284859458946555j),(0.8343233884031698+0.975276590537625j),5.6
14,28,9.28155033428873,-54.26598008813636,13.675857105142358,1.6136135083383403,(3.6965298857674767-0.10734947028392772j),(0.7714931178390247+1.009163949745214j),5.6
15,30,9.882041917632288,-58.28756134314466,15.47660252385223,1.590272091119287,(3.930010716942811-0.17781532151894885j),(0.7106955315401204+1.0417216291160478j),5.6
16,32,10.455686125274227,-62.19225150446649,17.504889716269446,1.5761253945671745,(4.176179589879651-0.2537986393621363j),(0.6519527670795797+1.0728853545763655j),5.6
17,34,11.00090546253279,-65.95415275988661,19.77020782500462,1.5700760481836218,(4.433745064618239-0.3348320877365667j),(0.5952881789340834+1.1025915074065122j),5.6
18,36,11.51713938927806,-69.55358947723786,22.279317806794115,1.5710425574952707,(4.7013356262353625-0.4204297043314871j),(0.5407261772627567+1.1307775018623587j),5.6
19,38,12.004635241399416,-72.97660731532528,25.035728657116884,1.577962622520577,(4.977503258820285-0.5100881938942763j),(0.48829203018884915+1.157382182243458j),5.6
20,40,12.46424254474504,-76.2143340835697,28.039216694056773,1.5897968147044352,(5.260728075645428-0.6032883292197255j),(0.4380116358409474+1.1823462359107726j),5.6
21,42,12.89722624039734,-79.26225587798577,31.2854025852026,1.6055325838295436,(5.549424048287875-0.6994964742490253j),(0.38991127065763775+1.205612618067549j),5.6
22,44,13.305107953964537,-82.11946138493091,34.76540075608918,1.624188550476728,(5.8419458578219094-0.7981662423121041j),(0.34401732058107326+1.2271269834931293j),5.6
23,46,13.689538854533227,-84.78790080870746,38.46555527345904,1.6448190250142514,(6.13659687003147-0.8987403007426535j),(0.300356001726267+1.2468381199022038j),5.6
24,48,14.052203474489872,-87.27169525136321,42.36727520566554,1.666518681365683,(6.431638214195685-1.0006523309138298j),(0.25895307698662595+1.2646983771970461j),5.6
25,50,14.394751223084246,-89.57652010194718,46.44698080224505,1.6884273033079884,(6.725298921868346-1.1033291502364664j),(0.21983357479574428+1.2806640865974621j),5.6
